date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
23-07-2016,0,363,22802400,1.89,132721,7608.374933,35.08066171
24-07-2016,0,409,23663800,1.88,161485,8065.75818,35.10388498
25-07-2016,0,370,23229400,1.85,94316,8486.702888,31.70111163
26-07-2016,0,345,23060800,1.83,268872,7849.374435,30.73806547
27-07-2016,0,496,22861700,1.94,257870,8055.968944,38.17315628
28-07-2016,0,405,24317300,1.85,190937,8067.855156,30.87801339
29-07-2016,0,461,23201700,1.89,106495,8394.869994,39.82573239
30-07-2016,0,357,23864700,1.91,71012,8316.519161,28.08379774
31-07-2016,0,365,23977300,1.82,147277,7729.694405,31.0138797
01-08-2016,0,546,22827700,1.7,170108,8270.633805,45.68479512
02-08-2016,0,433,21299600,1.49,303492,8090.143739,36.90999114
03-08-2016,0,415,18765200,1.57,190375,7641.437097,32.82125526
04-08-2016,0,411,19787700,1.85,497557,8270.552208,34.95170094
05-08-2016,0,529,23238600,1.79,134743,8159.119198,44.05088803
06-08-2016,0,376,22548300,1.88,268046,8393.347727,32.86559667
07-08-2016,0,426,23712300,1.9,268531,7487.652371,36.063408
08-08-2016,0,585,23901200,1.9,199176,8180.671509,76.50571853
09-08-2016,0,435,23990400,2.05,245059,7679.07477,39.11446759
10-08-2016,0,534,25834000,2.01,210706,8290.558328,54.474836
11-08-2016,0,478,25436700,1.98,129604,7902.347043,42.68406505
12-08-2016,0,403,24956600,1.95,122922,8225.4797,31.20614923
13-08-2016,0,398,24686400,1.98,123245,7690.487434,34.69883204
14-08-2016,0,397,25091800,2.01,396280,8001.786837,35.67073545
15-08-2016,0,439,25383800,2.18,849798,7815.361278,28.9520222
16-08-2016,0,614,27615300,2.2,760398,8330.854399,55.73268856
17-08-2016,0,744,27893300,2.24,449444,7483.218716,76.84458299
18-08-2016,0,648,28372900,2.19,381203,8399.418864,53.56308835
19-08-2016,0,547,27739300,2.3,313760,7869.194434,52.08991705
20-08-2016,0,532,29221300,2.44,1869560,7333.212908,36.82750366
21-08-2016,0,737,30968100,2.54,790717,8013.327414,58.32334958
22-08-2016,0,743,32141200,3.99,18149400,7816.576078,71.1110831
23-08-2016,0,1893,51189700,4.72,21058200,8302.426247,147.188034
24-08-2016,0,1862,59342000,4.42,6796020,8084.026158,149.9573954
25-08-2016,0,1340,56851200,4.15,7337870,7705.147117,111.1670786
26-08-2016,0,1187,52650700,4.18,6023340,8348.235913,93.79542697
27-08-2016,0,1023,54133400,5.3,8004280,7196.109147,71.00692648
28-08-2016,0,847,67611100,9.51,49325800,7872.425009,60.68152065
29-08-2016,0,2804,119391000,8.5,46191400,7780.311024,176.1938465
30-08-2016,0,2775,108444000,8.49,15534600,7995.83911,187.1628682
31-08-2016,0,2120,108774000,8.58,20057400,8149.921281,128.0759892
01-09-2016,0,1883,108975000,8,12152000,7836.555613,107.6928781
02-09-2016,0,1748,102027000,10.21,27999500,7580.629248,91.99366031
03-09-2016,0,2063,130422000,10.59,66593800,7579.89296,99.59150399
04-09-2016,0,3652,142653000,13.39,31169900,8507.852269,220.8485199
05-09-2016,0,2705,173999000,13.96,24043200,8288.42454,137.7349877
06-09-2016,0,2706,177509000,12.46,25356900,7599.26265,140.2061878
07-09-2016,0,2526,159649000,11.83,20446100,7761.132049,118.3549789
08-09-2016,0,2267,152961000,12.74,18100000,7686.896858,120.791855
09-09-2016,0,1901,163301000,12.43,14523800,7453.40449,92.31800259
10-09-2016,0,1934,158606000,12.23,7990970,8147.144955,94.7425804
11-09-2016,0,1590,157714000,10.69,15781800,7858.988964,76.51600907
12-09-2016,0,1701,137198000,10.03,12411600,7049.67974,89.53096383
13-09-2016,0,1865,132131000,10.88,14308800,7498.059157,90.22554037
14-09-2016,0,1586,141326000,10.51,5468580,7476.099897,80.22925657
15-09-2016,0,1410,135811000,9.41,7678600,7912.095312,75.72809004
16-09-2016,0,1513,122577000,8.91,7175750,7952.371464,84.36241386
17-09-2016,0,1507,114672000,9.68,4720550,7054.648452,83.31131877
18-09-2016,0,1289,125247000,9.45,2709710,7403.743202,115.3978844
19-09-2016,0,1153,122199000,10.56,8092940,7804.615859,66.7684643
20-09-2016,0,1323,136312000,11.15,11094000,7093.796924,88.50908035
21-09-2016,0,1640,145554000,9.92,6586410,7522.588686,121.0795042
22-09-2016,0,1566,129022000,10.16,3966670,7618.222637,128.123838
23-09-2016,0,1289,131137000,10.77,3564780,7688.942507,69.71047204
24-09-2016,0,1398,139964000,10.63,1720410,7563.478409,72.02359092
25-09-2016,0,1248,137720000,10.24,2085390,7459.361938,68.28637926
26-09-2016,0,1069,133099000,9.4,7477270,7688.322407,66.568112
27-09-2016,0,1499,121546000,9.31,2349090,6887.029901,84.55911433
28-09-2016,0,1312,121268000,9.4,1900470,7990.467822,72.62644843
29-09-2016,0,1432,122202000,8.71,5237580,7065.044515,76.16526665
30-09-2016,0,1721,112519000,8.41,5300920,7862.742414,66.96485141
01-10-2016,0,1660,109642000,7.36,8319930,7583.495009,64.19409122
02-10-2016,0,1650,95507100,8.3,4709360,7056.225529,61.50967117
03-10-2016,0,1401,108330000,7.95,3249380,8017.950402,49.20138625
04-10-2016,0,1530,103654000,7.65,2425600,6623.97086,57.48807618
05-10-2016,0,1457,99903600,6.76,9101390,7852.13075,52.10297156
06-10-2016,0,1698,87617200,7.18,4738590,6841.47119,62.37856241
07-10-2016,0,1599,93848400,6.89,4458730,7551.503204,53.04674003
08-10-2016,0,1405,90046400,6.88,1795650,7070.49136,28.14594045
09-10-2016,0,1153,90201300,7.48,2820040,7922.853008,23.56449206
10-10-2016,0,1352,98958700,6.94,3179780,6875.95693,30.0031698
11-10-2016,0,1525,90612500,7.28,5966020,7421.545895,27.24910553
12-10-2016,0,1701,95343700,7.31,2034800,7337.172984,37.76031591
13-10-2016,0,1690,95353000,6.91,2079340,7500.487252,31.53876423
14-10-2016,0,1523,90958000,6.92,1682900,7248.360184,26.63401598
15-10-2016,0,1459,90768800,6.56,1709700,7906.358505,26.53949498
16-10-2016,0,1467,86233800,6.38,2548440,6617.496281,32.71591889
17-10-2016,0,1511,83992100,6.28,3659990,7572.975569,28.98743138
18-10-2016,0,1778,82636300,6.57,2342430,6914.635764,32.78343555
19-10-2016,0,1460,86328800,6.62,2304340,7549.73744,25.46595952
20-10-2016,0,1264,87199300,6.56,2510020,7077.79898,20.42842009
21-10-2016,0,1420,86682400,6.78,1960270,7319.903044,22.07385581
22-10-2016,0,1334,89371800,6.52,2274680,7219.168811,23.70898947
23-10-2016,0,1196,85978900,6.51,561283,7448.294715,23.9620854
24-10-2016,0,1085,85860100,6.42,628370,7390.011159,25.13025072
25-10-2016,0,1476,84707300,6.09,2973160,6928.280898,22.27030243
26-10-2016,0,1407,80429200,6.17,1630120,7189.137195,27.01720486
27-10-2016,0,1347,81425600,6.21,2043670,6977.620266,21.75243374
28-10-2016,0,1386,82158200,5.73,3034820,7508.40709,20.33251028
29-10-2016,0,1339,75631700,5.14,10900200,6641.446266,22.75333388
30-10-2016,0,1484,68011700,5.57,5648010,6959.435675,26.14102476
31-10-2016,0,1521,73317000,5.12,3111700,7265.154831,47.99876876
01-11-2016,0,1410,67571600,4.71,3841800,6852.578506,22.19359406
02-11-2016,0,1480,62649500,4.51,2473050,7340.17429,25.51491024
03-11-2016,0,1377,60240900,4.89,4438690,6813.867791,21.84130939
04-11-2016,0,1303,64488800,4.85,2611470,6746.472713,20.04848703
05-11-2016,0,1179,64117100,5.02,602968,7606.541659,18.81143242
06-11-2016,0,871,66184500,4.97,666680,6964.546914,14.36448551
07-11-2016,0,969,65964200,5.74,3690120,7200.873647,15.93625283
08-11-2016,0,1426,76635700,6.32,9416390,6932.922159,25.41954105
09-11-2016,0,1888,83854100,6.19,8149530,6826.732543,47.68775715
10-11-2016,0,1451,82319000,6.1,3175600,7396.154811,24.22158947
11-11-2016,0,1332,81900600,6.78,4256380,6808.520929,21.20357099
12-11-2016,0,1273,90900300,7.44,7239650,7317.123025,25.15977478
13-11-2016,0,1610,98823800,7.1,8454760,7054.706778,24.58202177
14-11-2016,0,1899,94853000,7.71,5270540,7161.058587,30.58731278
15-11-2016,0,1704,103302000,7.3,3711090,7121.944733,27.91306667
16-11-2016,0,1585,98031100,6.58,9338200,6790.710019,23.7648813
17-11-2016,0,1703,87494100,6.79,4696950,7034.870364,31.01683559
18-11-2016,0,1356,90440300,6.72,3854500,7333.954903,23.17939715
19-11-2016,0,1542,89815300,6.55,2490080,6618.390429,27.6170709
20-11-2016,0,1182,87683700,6.58,3534630,7692.576869,18.75803102
21-11-2016,0,1289,88051400,6.8,1586190,6763.566673,17.51562685
22-11-2016,0,1329,91147700,7.69,9996320,6899.63052,19.48338035
23-11-2016,0,2009,102688000,7.91,4170450,6686.230485,31.3332148
24-11-2016,0,1506,106374000,7.81,5756150,6909.244073,25.26912683
25-11-2016,0,1515,104451000,7.54,2450680,7130.385671,26.82872895
26-11-2016,0,1380,101260000,7.62,1632680,6833.361517,21.22508315
27-11-2016,0,1143,102503000,7.93,2604180,7310.503182,19.63731769
28-11-2016,0,1241,106354000,7.89,1931140,6344.292506,19.04649391
29-11-2016,0,1645,106266000,7.6,2468920,7216.067322,23.93047756
30-11-2016,0,1357,102540000,8.95,11077200,6623.379924,19.57127587
01-12-2016,0,1856,120142000,8.58,5605070,6755.779336,28.73486404
02-12-2016,0,1828,114407000,8.23,6249910,6858.072061,38.23043855
03-12-2016,0,1546,110596000,8.27,2100120,7156.590508,25.76339153
04-12-2016,0,1347,111297000,7.8,2491800,7079.723993,20.0537075
05-12-2016,0,1306,105539000,7.91,2413870,6720.373906,18.65429378
06-12-2016,0,1494,106599000,7.54,3566450,6540.786207,21.83199288
07-12-2016,0,1658,101729000,7.89,1800020,6791.818371,31.56512858
08-12-2016,0,1517,106218000,7.79,1391520,6715.376346,23.14985352
09-12-2016,0,1432,105361000,7.95,1230840,7079.464503,23.49999692
10-12-2016,0,1398,107380000,7.78,954105,6702.474285,20.78381505
11-12-2016,0,1220,105063000,7.91,1511400,7096.078358,19.48604206
12-12-2016,0,1426,106974000,8.05,1037600,6551.904024,21.33167607
13-12-2016,0,1608,109172000,8.11,892392,6655.667724,23.56107607
14-12-2016,0,1558,111468000,8.41,3268750,6814.863087,25.37651336
15-12-2016,0,1727,114274000,8.42,1224190,6737.148071,32.44112862
16-12-2016,0,1445,114291000,8.51,960469,6542.379328,24.180972
17-12-2016,0,1712,115014000,8.32,1046610,7056.205585,27.26851497
18-12-2016,0,1628,113063000,8.61,2073320,6801.46802,24.91217962
19-12-2016,0,1649,116756000,8.63,1948360,6757.813797,21.30660251
20-12-2016,0,1926,117248000,8.43,2093870,6879.667795,24.97990462
21-12-2016,0,1804,114871000,8.28,2788170,6367.428175,23.66872539
22-12-2016,0,1850,112882000,8.9,4342540,6546.182213,25.00378705
23-12-2016,0,2196,120963000,9.55,4014090,6675.55383,28.28566964
24-12-2016,0,2091,130752000,9.65,1553340,6656.635757,26.60814251
25-12-2016,0,1787,131445000,9.73,2456860,7015.717499,23.26210146
26-12-2016,0,1774,132352000,10.27,2243850,6342.554022,22.59027765
27-12-2016,0,2163,139913000,12.69,10888000,6684.159833,25.2863669
28-12-2016,0,3247,171000000,14.09,13579500,6736.191377,43.46942282
29-12-2016,0,4066,192960000,13.13,8200850,7030.170167,55.91283281
30-12-2016,0,3608,178684000,12.97,3491280,6469.492232,43.98556755
31-12-2016,0,2689,177027000,13.78,4421340,6455.509133,27.22226673
01-01-2017,0,2085,188431000,13.97,3923550,6821.907622,20.9336777
02-01-2017,0,2497,192331000,16.05,12171300,6556.27626,26.25954002
03-01-2017,0,4241,219693000,16.09,16381900,6939.053107,52.50079329
04-01-2017,0,4254,220820000,18.53,10179100,6714.120367,47.51749834
05-01-2017,0,4419,253879000,16.19,8528910,6352.703205,47.00899498
06-01-2017,0,3597,221476000,14.03,9256850,6401.596967,42.39823337
07-01-2017,0,3422,192770000,13.06,9904390,6294.301662,62.34433782
08-01-2017,0,2747,178079000,13.47,3741330,6800.310024,28.32807641
09-01-2017,0,2798,184874000,13.74,4649000,6411.789375,30.12162532
10-01-2017,0,2763,187430000,13.39,3943650,6194.918959,33.50924126
11-01-2017,0,1982,183143000,11.64,4338380,6312.507242,47.56596997
12-01-2017,0,1787,158831000,11.85,2923060,6743.527445,46.32234557
13-01-2017,0,2324,162603000,11.27,6063910,6499.073195,64.85390457
14-01-2017,0,1956,155007000,11.09,3439220,6027.910783,59.0351233
15-01-2017,0,3049,152277000,10.76,7417420,6388.309925,68.78006388
16-01-2017,0,3305,148169000,10.64,3507560,6146.043575,77.55953425
17-01-2017,0,2715,147101000,12.39,4403350,6645.205216,74.17268626
18-01-2017,0,2813,171153000,12.05,4232060,6129.250416,70.70821088
19-01-2017,0,2826,166091000,12.15,3546870,6513.30547,79.19703814
20-01-2017,0,2485,167736000,11.91,3768400,6382.159479,66.35144935
21-01-2017,0,2953,164256000,12.03,2878010,6617.168172,73.82196292
22-01-2017,0,2657,165727000,12.18,2588540,6291.764896,67.32091268
23-01-2017,0,2596,168236000,12.25,2414740,6000.111218,65.23863819
24-01-2017,0,2601,169206000,11.81,3121430,6330.244487,63.31603717
25-01-2017,0,2560,163221000,11.83,1897140,6489.244574,62.38655118
26-01-2017,0,2509,163778000,11.98,2172210,5874.439135,67.88679298
27-01-2017,0,2947,165604000,12.1,4346850,6543.463446,64.62212072
28-01-2017,0,2770,167743000,12.85,6585960,6223.39608,61.65893492
29-01-2017,0,2391,177874000,12.66,3027920,6525.13968,62.02363244
30-01-2017,0,1597,175164000,12.71,2171460,6140.63729,45.90535602
31-01-2017,0,2715,175986000,12.99,8919760,6212.641138,52.74603056
01-02-2017,0,2413,179699000,13.27,2715170,6565.271301,63.35072409
02-02-2017,0,2452,184201000,13.14,2841870,6003.178876,63.61575275
03-02-2017,0,2428,182089000,12.86,5732620,6282.230419,61.68746161
04-02-2017,0,3103,178965000,12.61,3475030,6270.125623,81.39546794
05-02-2017,0,2854,175095000,12.8,2054440,6222.447429,68.72618509
06-02-2017,0,2013,178164000,12.88,2124790,6008.391522,56.62764445
07-02-2017,0,2323,179398000,12.65,3523120,6431.58235,66.6210474
08-02-2017,0,2563,176193000,12.8,2124700,6191.146144,76.60488618
09-02-2017,0,2540,178405000,12.12,4268990,5989.671815,72.69939824
10-02-2017,0,2541,169520000,11.98,2472350,6384.80665,74.21065513
11-02-2017,0,2768,166808000,12.24,2190900,6168.143296,71.58896632
12-02-2017,0,1777,170839000,12.33,2154250,6144.954472,50.10918727
13-02-2017,0,2252,171557000,12.2,1687590,6069.460013,64.96906349
14-02-2017,0,2541,170135000,12.99,4166850,6107.882732,72.22531498
15-02-2017,0,2417,181497000,13.62,4811600,6232.483145,67.13739044
16-02-2017,0,2914,189926000,13.1,3256190,5980.794479,76.45758015
17-02-2017,0,2483,182332000,13.3,1711010,6158.136537,66.14908802
18-02-2017,0,2439,186995000,13.36,1871110,6294.99468,69.04204392
19-02-2017,0,2197,186681000,12.99,1663440,6352.660853,63.03170954
20-02-2017,0,1770,181531000,12.22,8429880,5813.141995,49.60546079
21-02-2017,0,2595,169036000,12.34,4476160,6173.29759,72.03425706
22-02-2017,0,2533,171785000,12.77,2486660,6019.933471,73.22146555
23-02-2017,0,2276,178859000,12.87,2875250,6285.443061,67.17276301
24-02-2017,0,2260,180492000,11.92,8707610,6174.724461,65.57722876
25-02-2017,0,2592,167003000,11.85,3102200,6063.642224,73.57106324
26-02-2017,0,2176,165867000,11.89,2039860,5346.777143,62.68543886
27-02-2017,0,2144,166428000,11.96,1343950,6223.63357,60.72328279
28-02-2017,0,2508,168185000,12.28,4316810,6488.453277,73.32507621
01-03-2017,0,2446,172621000,12.33,6449830,5887.918763,65.65451578
02-03-2017,0,2643,172124000,13.11,7161980,5535.557398,73.78469304
03-03-2017,0,2579,183919000,13.91,7926590,6109.287542,73.89894967
04-03-2017,0,2636,195774000,13.67,2239270,6017.890745,71.46281371
05-03-2017,0,1860,192123000,15.18,5455280,5739.509823,63.23728323
06-03-2017,0,2065,214098000,15.41,6913360,5895.661957,57.79712349
07-03-2017,0,3138,217011000,13.53,5928550,6242.729366,79.51258105
08-03-2017,0,2343,190803000,12.47,4244610,6091.542164,66.23931408
09-03-2017,0,2477,175497000,13.03,3489930,5808.427086,71.27525657
10-03-2017,0,2365,183864000,13.21,10802800,5788.036103,66.1119368
11-03-2017,0,2530,184883000,14.69,6499310,6273.977478,73.49051031
12-03-2017,0,2319,207508000,16.79,17931000,5930.080459,64.01819575
13-03-2017,0,3117,236958000,18.13,19566500,6025.930399,89.73880095
14-03-2017,0,4065,255287000,17.76,10072300,6055.703849,106.1395539
15-03-2017,0,2976,251092000,18.98,12265200,6067.912564,82.84683507
16-03-2017,0,2863,268957000,22.48,31673800,5896.532808,77.4321322
17-03-2017,0,3951,318778000,22.35,36529400,5859.720121,99.36617886
18-03-2017,0,4186,314731000,20.07,16830500,5504.845114,93.88532597
19-03-2017,0,3091,284253000,23.29,22162500,5838.748701,83.86947361
20-03-2017,0,3832,329623000,22.51,10860900,5830.831391,84.21977281
21-03-2017,0,2522,320139000,21.29,18555800,5893.178419,72.80368871
22-03-2017,0,3232,302815000,21.42,9699960,5818.64594,94.69249807
23-03-2017,0,3470,303834000,21.82,7419900,6064.911973,84.21875096
24-03-2017,0,2659,309519000,21.1,13807600,5616.475483,79.03447325
25-03-2017,0,2954,298839000,20.14,10858900,5608.159301,76.11775349
26-03-2017,0,3230,285884000,19.61,7408990,5897.305618,76.71062958
27-03-2017,0,2683,280203000,19.66,11887200,6084.194212,78.9396129
28-03-2017,0,2871,276545000,19.81,10061200,5530.639011,83.18158314
29-03-2017,0,2710,282266000,21.14,6704720,6183.43914,77.4088694
30-03-2017,0,2848,299146000,20.88,5993880,5915.40479,100.7846115
31-03-2017,0,3158,295489000,20.54,6955980,5368.916521,78.80825328
01-04-2017,0,2826,291737000,21.5,7622780,5788.5705,156.2002054
02-04-2017,0,2541,304574000,20.14,7427960,6105.479759,111.4899502
03-04-2017,0,2156,286817000,20.33,7080440,5498.037418,67.81069295
04-04-2017,0,2766,289275000,21.35,7062530,5816.860573,202.71208
05-04-2017,0,3040,303396000,19.62,9188050,5716.436051,201.7674856
06-04-2017,0,3255,278971000,19.27,11553100,5829.505629,224.1240395
07-04-2017,0,2305,275287000,19.39,5499430,5927.50072,68.58741784
08-04-2017,0,2697,275199000,20.83,6218750,5317.70697,174.2089645
09-04-2017,0,3143,297207000,20.68,5711770,6242.182271,243.9209911
10-04-2017,0,2572,295155000,21.83,6591730,6131.759257,182.2990114
11-04-2017,0,2545,311171000,21.36,5356450,5723.952486,154.4739629
12-04-2017,0,2599,304441000,21.76,6401630,5494.106902,148.6334592
13-04-2017,0,2550,309846000,21.48,5980210,5722.705163,121.9816864
14-04-2017,0,2268,306779000,20.59,8949460,5288.556471,109.3913197
15-04-2017,0,2565,291985000,20.71,4483370,5725.330499,79.90835475
16-04-2017,0,1892,296093000,20.46,4222960,5318.003413,45.0835655
17-04-2017,0,1897,292659000,20.56,6055450,5311.340601,51.14544433
18-04-2017,0,2341,293752000,21.06,4459260,5714.121523,55.38369184
19-04-2017,0,2503,301594000,20.39,5877830,5651.733274,59.15246738
20-04-2017,0,2465,292149000,20.24,6216400,5494.40271,57.65473426
21-04-2017,0,2558,286297000,20.29,6704090,5997.483366,58.34647053
22-04-2017,0,2348,290548000,20.12,5266460,5243.574195,63.99077793
23-04-2017,0,2133,288495000,19.72,4155640,6004.551608,54.00521821
24-04-2017,0,2217,283007000,19.56,4584190,5377.337946,62.74574991
25-04-2017,0,2549,281316000,19.65,5148290,5863.407938,55.88445088
26-04-2017,0,2368,282326000,19.37,6027790,5456.802846,59.03793077
27-04-2017,0,2536,279099000,21.21,12843800,5581.360706,63.07304339
28-04-2017,0,2810,304527000,22.35,10457300,5893.128372,67.04842559
29-04-2017,0,2543,321539000,22.76,10461300,5698.596734,61.66486876
30-04-2017,0,2318,326962000,23.72,10910000,5441.155648,60.59867104
01-05-2017,0,2617,341171000,22.77,14214000,5743.546108,77.63077082
02-05-2017,0,2503,327660000,23.04,7486110,5310.332385,71.81825193
03-05-2017,0,2468,331818000,25.2,12602800,5558.986511,59.93536299
04-05-2017,0,2670,362797000,25.99,13585800,5659.615233,64.56127037
05-05-2017,0,3007,376183000,28.45,24376200,5627.708698,89.36515606
06-05-2017,0,3566,410681000,28.98,14355000,5489.120819,90.03291688
07-05-2017,0,2655,417648000,32.78,31328600,5405.588198,60.77711889
08-05-2017,0,3212,482431000,30.47,25549000,5857.007243,93.08641032
09-05-2017,0,3232,439752000,28.66,21083700,5267.621907,74.25281325
10-05-2017,0,3821,411189000,29.84,12732500,5540.442819,100.5395503
11-05-2017,0,3185,432298000,29.51,9288200,5429.704539,69.0345982
12-05-2017,0,2733,427789000,28.68,8023910,5918.170445,64.67275276
13-05-2017,0,2354,413130000,28.47,7213280,5253.895847,58.4544781
14-05-2017,0,1884,412198000,28.53,7419170,5519.938503,47.8989857
15-05-2017,0,1911,412305000,27.79,8160330,5307.882414,54.29561046
16-05-2017,0,2430,401220000,26.26,9801320,5671.546574,66.27173137
17-05-2017,0,2141,381592000,26.93,10576800,5074.209527,54.55129836
18-05-2017,0,2552,390685000,30.33,15586800,5673.08904,63.31365407
19-05-2017,0,3047,439025000,31.87,10692300,5398.508102,89.91037353
20-05-2017,0,2585,460963000,35.1,23733000,5445.865028,73.20859969
21-05-2017,0,2864,507841000,34.64,10952100,5722.914817,86.11779066
22-05-2017,0,2743,504584000,36.17,28469700,5369.727841,81.20835594
23-05-2017,0,3437,526642000,55.62,68629500,5265.423929,90.11490206
24-05-2017,0,4117,817013000,45.38,95915700,5148.951558,134.0825614
25-05-2017,0,4352,660745000,40.12,52485500,5713.460519,126.3087881
26-05-2017,0,4323,578017000,38.71,24735300,5419.211131,188.2038482
27-05-2017,0,3756,562314000,33.41,20990300,5557.16373,114.3345016
28-05-2017,0,2928,485858000,36.84,19020300,5258.683888,106.0716335
29-05-2017,0,2282,534431000,41.21,31360800,5572.513056,62.84056103
30-05-2017,0,3013,600461000,39.79,23048100,5199.102313,75.01846185
31-05-2017,0,3155,579429000,41.83,15027900,5259.123032,78.90709439
01-06-2017,0,2799,608922000,43.7,12849800,5395.874261,158.1496473
02-06-2017,0,2848,636754000,44,9539580,5359.414668,225.9349518
03-06-2017,0,2243,640642000,42.37,9819610,5452.70827,65.64336355
04-06-2017,0,2120,616914000,42.9,9805040,5341.251912,62.49249137
05-06-2017,0,2192,625055000,48.26,16780900,5429.189746,82.29115772
06-06-2017,0,2671,705243000,55.57,34918400,5585.203633,76.63349706
07-06-2017,0,3370,806489000,52.54,50623800,4757.969635,102.2312902
08-06-2017,0,4367,771963000,56.19,14708500,5316.329865,137.9479896
09-06-2017,0,2997,819313000,55.62,11941600,5510.791931,75.19807502
10-06-2017,0,3068,811671000,52.28,14465400,5259.915027,87.10897966
11-06-2017,0,2993,764939000,58.7,15485200,5260.236035,94.16493868
12-06-2017,0,2901,863418000,50.04,25425000,5136.4955,89.7406902
13-06-2017,0,2936,727975000,51.8,13362700,5517.833894,136.705449
14-06-2017,0,3576,760132000,46.3,12407600,5358.208354,105.1971832
15-06-2017,0,3138,676380000,46.02,14252000,4962.350651,103.7720136
16-06-2017,0,3261,672698000,48.11,8711820,5288.512903,94.11214072
17-06-2017,0,2738,705427000,50.46,15646500,5137.31568,84.02315468
18-06-2017,0,2987,739370000,49.6,10122000,5210.718638,78.80660258
19-06-2017,0,2613,726891000,49.09,12502400,5319.738829,67.544606
20-06-2017,0,3123,718495000,48.08,15178600,5304.622108,87.32209369
21-06-2017,0,3253,706159000,46.59,12133900,5442.168443,92.90303603
22-06-2017,0,2707,686351000,47.28,7443100,5246.926477,66.22945061
23-06-2017,0,2548,696116000,51.41,11033000,5145.93273,60.98310006
24-06-2017,0,3085,754764000,48.03,7786220,5152.192727,93.4824079
25-06-2017,0,2343,702334000,45.89,9156060,5038.68263,53.72735396
26-06-2017,0,2769,674032000,43.49,17033600,5160.996902,65.06486554
27-06-2017,0,3171,638919000,43.57,12171600,5129.692855,111.7012645
28-06-2017,0,3082,643627000,47.32,10812600,5402.897662,86.90053458
29-06-2017,0,2759,691512000,45.02,11470500,5073.58263,87.13613519
30-06-2017,0,3195,663056000,43.73,11338900,5252.97779,77.82784948
01-07-2017,0,2599,642898000,40.96,10673500,4932.999484,57.744761
02-07-2017,0,2642,602361000,42.79,12774300,5437.256853,76.67451995
03-07-2017,0,2468,625802000,43.63,13141000,5068.528546,56.34174578
04-07-2017,0,3086,641305000,45.47,14850800,4909.530933,93.35270396
05-07-2017,0,2697,667353000,45.72,15243000,5409.242924,66.32834521
06-07-2017,0,2913,677244000,50.12,23168300,5185.46623,87.88484655
07-07-2017,0,3407,738662000,44.25,20324700,5200.80855,110.637712
08-07-2017,0,2713,651286000,46.1,15801900,4765.349311,64.71140171
09-07-2017,0,2284,688769000,44.85,12681200,5337.609082,48.24139883
10-07-2017,0,2482,662645000,40.01,14633300,5053.521939,72.01452846
11-07-2017,0,3435,594108000,37.14,17988200,5027.26636,144.5945353
12-07-2017,0,3187,544765000,40.39,15785600,5005.951648,74.82441019
13-07-2017,0,2733,597277000,38.23,9969180,5195.278343,69.2569213
14-07-2017,0,2557,562680000,35.48,9558140,5046.437637,78.39031685
15-07-2017,0,2512,525794000,32.09,9718770,5067.30695,68.0920381
16-07-2017,0,2321,472681000,29.43,12434100,4837.377564,73.72932574
17-07-2017,0,2487,435925000,34.83,13708900,5298.416354,72.55890929
18-07-2017,0,2624,516217000,36.38,9949120,4684.689949,79.14626593
19-07-2017,0,2382,539762000,35.06,6994230,5380.235974,75.37152753
20-07-2017,0,2859,516643000,40.3,14905700,4921.639367,87.40756791
21-07-2017,0,2928,600573000,40.34,9572580,4866.741582,87.49709716
22-07-2017,0,2760,596297000,44.71,9028920,5315.835385,82.20539626
23-07-2017,0,2244,661581000,42.67,8634060,4743.249536,62.90211098
24-07-2017,0,2215,632493000,45.58,12102100,4986.468592,56.80957528
25-07-2017,0,2772,675620000,40.68,12706300,5033.250112,77.84734323
26-07-2017,0,2751,604269000,45.8,26033100,4895.259541,79.3260457
27-07-2017,0,3148,681502000,45.24,15960700,5239.597846,86.03810294
28-07-2017,0,3132,672368000,43.96,18694500,5009.340972,98.48450975
29-07-2017,0,2977,648884000,43.89,7053810,4683.741833,69.75457791
30-07-2017,0,2482,652927000,39.62,11709500,5013.735671,58.67371952
31-07-2017,0,2650,589540000,39.84,13138500,4719.170654,58.51675119
01-08-2017,0,3210,592886000,44.15,17363300,5095.607123,66.15514945
02-08-2017,0,2624,655515000,43.63,8111580,4829.260163,56.2024567
03-08-2017,0,3312,651543000,43.36,8262040,4875.353507,77.09282008
04-08-2017,0,3155,645208000,45.12,7794340,4849.571925,78.00195645
05-08-2017,0,2947,672541000,48.58,12131400,4904.589469,75.00370726
06-08-2017,0,3100,723258000,47.83,8254240,5025.238022,85.1869374
07-08-2017,0,3038,710052000,50.21,12794900,4585.378291,68.61222843
08-08-2017,0,3631,750929000,51.94,12471600,5072.0738,89.92330648
09-08-2017,0,3776,774178000,50.96,11466600,4920.279596,148.7453797
10-08-2017,0,3227,759514000,49.47,9147740,4827.824074,92.72152315
11-08-2017,0,2768,735446000,50.65,8534390,4837.472162,60.50483351
12-08-2017,0,3128,758739000,49.37,17349200,5110.843441,89.32910345
13-08-2017,0,3083,737066000,47.76,19587800,4512.170689,102.507875
14-08-2017,0,3131,711941000,49.75,14023000,4975.926571,106.6263405
15-08-2017,0,3474,746257000,48.74,13651100,4968.016243,113.9620953
